tool_name,vulnerability_type,cwe_id,cvss_score,raw_severity,lines_in_function,cyclomatic_complexity,is_core_module,requires_auth,exposed_to_internet,description_length,priority,remediation_plan
Bandit,SSRF,741,4.7,Low,89,26,0,1,1,866,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,Hardcoded Secret,598,0.6,High,66,46,0,1,0,105,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SQL Injection,645,9.6,High,158,48,0,1,0,903,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,RCE,510,9.4,Medium,387,14,1,0,0,867,High,Fix within 1 week. Implement temporary mitigations.
ZAP,Hardcoded Secret,183,7.9,Critical,378,41,1,1,0,765,Medium,Address within 1 month. Include in next security sprint.
ZAP,Hardcoded Secret,386,9.9,High,149,36,1,1,1,95,High,Rotate all exposed credentials. Implement secrets management.
ZAP,SQL Injection,574,5.4,Medium,473,23,1,0,0,424,Medium,Address within 1 month. Include in next security sprint.
ZAP,XSS,731,9.6,Low,340,43,1,1,0,403,High,Fix within 1 week. Implement temporary mitigations.
SonarQube,CSRF,405,0.8,Low,433,6,0,1,0,705,Low,Schedule for quarterly review. Document risk acceptance if needed.
ZAP,SSRF,246,3.7,Medium,116,47,0,1,0,642,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Path Traversal,742,2.3,Medium,214,5,0,0,0,853,Medium,Implement input validation. Chroot sensitive directories.
SonarQube,XSS,591,2.0,High,469,43,1,1,1,510,Low,Schedule for quarterly review. Document risk acceptance if needed.
Bandit,RCE,661,1.4,Low,446,25,0,1,1,613,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,Hardcoded Secret,650,6.2,Medium,481,18,0,0,0,591,Medium,Address within 1 month. Include in next security sprint.
Bandit,SQL Injection,471,7.8,Low,372,13,1,0,0,925,Medium,Address within 1 month. Include in next security sprint.
SonarQube,SQL Injection,826,5.8,Medium,294,43,1,1,1,142,Medium,Address within 1 month. Include in next security sprint.
SonarQube,CSRF,888,1.5,Low,253,14,0,1,0,800,Low,Schedule for quarterly review. Document risk acceptance if needed.
SonarQube,XSS,423,8.1,Critical,143,28,0,0,1,658,High,Fix within 1 week. Implement temporary mitigations.
Bandit,Path Traversal,901,6.4,High,250,18,1,1,1,323,Medium,Implement input validation. Chroot sensitive directories.
Bandit,CSRF,65,3.9,Low,366,28,1,0,0,708,Medium,Add CSRF tokens to all forms. Implement SameSite cookies.
ZAP,Hardcoded Secret,13,6.7,Critical,436,27,1,1,1,230,Medium,Address within 1 month. Include in next security sprint.
